,length
ENSG00000178690,2137
ENSG00000041353,7154
ENSG00000166510,5133
ENSG00000196628,29166
ENSG00000091164,11297
ENSG00000091157,8899
ENSG00000228075,3324
ENSG00000177511,10324
ENSG00000119547,16546
ENSG00000066926,8784
ENSG00000134440,4089
ENSG00000081923,7028
ENSG00000049759,34097
ENSG00000198796,9565
ENSG00000172175,11448
ENSG00000074657,11754
ENSG00000166562,4118
ENSG00000134443,861
ENSG00000134438,3786
ENSG00000166569,3545
ENSG00000074695,6070
ENSG00000183287,6753
ENSG00000141682,2186
ENSG00000166603,1714
ENSG00000101542,4277
ENSG00000176641,10213
ENSG00000197563,19003
ENSG00000134444,10722
ENSG00000141655,8995
ENSG00000141664,10213
ENSG00000081913,9051
ENSG00000171791,12612
ENSG00000119537,9031
ENSG00000119541,4315
ENSG00000206075,3742
ENSG00000166634,4037
ENSG00000197641,4534
ENSG00000206073,1971
ENSG00000206072,3694
ENSG00000057149,1707
ENSG00000166396,2637
ENSG00000197632,2741
ENSG00000242550,2702
ENSG00000221887,2921
ENSG00000166401,5764
ENSG00000081138,14528
ENSG00000071991,6864
ENSG00000171451,9266
ENSG00000166479,7447
ENSG00000150636,5805
ENSG00000206052,9554
ENSG00000150637,13659
ENSG00000176225,19358
ENSG00000170677,5839
ENSG00000141668,5483
ENSG00000166342,8901
ENSG00000141665,6223
ENSG00000075336,5197
ENSG00000166347,9271
ENSG00000206043,5103
ENSG00000187773,3207
ENSG00000133313,11822
ENSG00000150656,7117
ENSG00000215421,12190
ENSG00000180011,7943
ENSG00000179981,8566
ENSG00000206026,4009
ENSG00000101493,8777
ENSG00000130856,11150
ENSG00000197971,18730
ENSG00000166573,11004
ENSG00000256463,7397
ENSG00000166377,14934
ENSG00000131196,9068
ENSG00000060069,5300
ENSG00000178342,2162
ENSG00000122490,5218
ENSG00000226742,2035
ENSG00000141759,5217
ENSG00000267127,3902
ENSG00000101546,7945
ENSG00000101544,5657
ENSG00000178184,4192
ENSG00000178591,1296
ENSG00000125788,434
ENSG00000088782,530
ENSG00000185982,403
ENSG00000125903,698
ENSG00000186458,2133
ENSG00000196476,1730
ENSG00000247315,2752
ENSG00000177732,4673
ENSG00000125841,2933
ENSG00000101255,3030
ENSG00000125826,5197
ENSG00000125875,9775
ENSG00000101266,29523
ENSG00000125878,1555
ENSG00000271303,2528
ENSG00000270299,2714
ENSG00000215397,3200
ENSG00000101276,5984
ENSG00000125898,2722
ENSG00000101280,4692
ENSG00000101282,2757
ENSG00000125818,10361
ENSG00000125895,2210
ENSG00000215595,1609
ENSG00000244588,2730
ENSG00000101298,5709
ENSG00000125775,2553
ENSG00000274322,1375
ENSG00000088832,5973
ENSG00000088833,5757
ENSG00000196209,5047
ENSG00000125900,823
ENSG00000260861,1283
ENSG00000101307,8227
ENSG00000089012,2242
ENSG00000198053,4957
ENSG00000101327,3524
ENSG00000125834,6839
ENSG00000286022,2857
ENSG00000125780,2694
ENSG00000166948,2299
ENSG00000125835,1278
ENSG00000256566,823
ENSG00000088876,4643
ENSG00000149488,7006
ENSG00000101361,4950
ENSG00000101365,2567
ENSG00000088881,3541
ENSG00000088882,2376
ENSG00000241690,1866
ENSG00000258713,754
ENSG00000198326,3892
ENSG00000132635,2320
ENSG00000215305,3364
ENSG00000132670,4469
ENSG00000125787,823
ENSG00000125901,1016
ENSG00000101405,513
ENSG00000101200,619
ENSG00000185019,4738
ENSG00000215251,2842
ENSG00000088899,5395
ENSG00000198171,1832
ENSG00000125877,1942
ENSG00000088836,4319
ENSG00000088854,8584
ENSG00000088812,8771
ENSG00000125861,1561
ENSG00000149451,5834
ENSG00000088827,8126
ENSG00000132622,3133
ENSG00000101220,1809
ENSG00000101222,1925
ENSG00000125817,2890
ENSG00000101224,3903
ENSG00000125843,5491
ENSG00000088888,11771
ENSG00000125779,9125
ENSG00000101236,7644
ENSG00000088826,2946
ENSG00000171873,3004
ENSG00000171867,2737
ENSG00000171864,3981
ENSG00000101265,5722
ENSG00000089057,7526
ENSG00000089063,3051
ENSG00000132646,1403
ENSG00000101290,11800
ENSG00000101292,4521
ENSG00000125772,7472
ENSG00000171984,2185
ENSG00000089199,4447
ENSG00000089195,3783
ENSG00000125885,7691
ENSG00000286235,5862
ENSG00000088766,5367
ENSG00000125872,2935
ENSG00000101311,4845
ENSG00000125845,3545
ENSG00000101323,1757
ENSG00000125827,6557
ENSG00000182621,17412
ENSG00000101333,6867
ENSG00000125869,2042
ENSG00000101349,4983
ENSG00000132623,5869
ENSG00000132639,3357
ENSG00000125863,7040
ENSG00000285508,882
ENSG00000285723,192
ENSG00000149346,6486
ENSG00000101384,9298
ENSG00000132640,6228
ENSG00000172296,8527
ENSG00000101230,3090
ENSG00000089123,2897
ENSG00000089048,3249
ENSG00000101247,7158
ENSG00000101251,3887
ENSG00000172264,11428
ENSG00000125848,5191
ENSG00000089177,7735
ENSG00000125870,2608
ENSG00000125879,2198
ENSG00000125851,7029
ENSG00000125864,3371
ENSG00000125868,3639
ENSG00000125844,6980
ENSG00000125888,1358
ENSG00000089006,7953
ENSG00000125850,2203
ENSG00000125871,2231
ENSG00000149474,5018
ENSG00000232838,1151
ENSG00000125846,5426
ENSG00000089091,6619
ENSG00000132664,2669
ENSG00000089050,3843
ENSG00000101310,4347
ENSG00000232388,1098
ENSG00000284776,695
ENSG00000125821,6416
ENSG00000132631,596
ENSG00000185052,3922
ENSG00000132669,8271
ENSG00000173418,2182
ENSG00000101343,4567
ENSG00000089101,7915
ENSG00000173404,2846
ENSG00000188559,11649
ENSG00000088970,5207
ENSG00000088930,3408
ENSG00000125816,1738
ENSG00000125820,2123
ENSG00000125813,5855
ENSG00000125798,2719
ENSG00000132671,3926
ENSG00000178726,4040
ENSG00000125810,6681
ENSG00000132661,1062
ENSG00000125812,5462
ENSG00000125814,5234
ENSG00000125823,1073
ENSG00000125831,585
ENSG00000125815,910
ENSG00000101435,694
ENSG00000173335,1633
ENSG00000101439,3615
ENSG00000101441,749
ENSG00000170373,861
ENSG00000170369,746
ENSG00000170367,755
ENSG00000149435,1279
ENSG00000101463,2417
ENSG00000077984,891
ENSG00000101474,2226
ENSG00000154930,8691
ENSG00000100987,3598
ENSG00000197586,6673
ENSG00000100994,4456
ENSG00000100997,4479
ENSG00000101003,4130
ENSG00000101004,6030
ENSG00000170191,3803
ENSG00000130684,4855
ENSG00000215547,267
ENSG00000215545,309
ENSG00000131068,1175
ENSG00000180483,784
ENSG00000204548,579
ENSG00000180424,354
ENSG00000180383,729
ENSG00000088320,1660
ENSG00000101294,8766
ENSG00000101898,670
ENSG00000125968,1233
ENSG00000131055,669
ENSG00000171552,4197
ENSG00000088325,3605
ENSG00000101306,2976
ENSG00000179772,1302
ENSG00000149599,3791
ENSG00000131044,6175
ENSG00000088356,1957
ENSG00000260903,7695
ENSG00000101331,2599
ENSG00000101336,3083
ENSG00000101337,5207
ENSG00000126003,5656
ENSG00000101346,6417
ENSG00000101350,6116
ENSG00000171456,13676
ENSG00000197183,9448
ENSG00000198547,5890
ENSG00000285382,4707
ENSG00000149600,2046
ENSG00000088305,4630
ENSG00000101367,2562
ENSG00000215529,4536
ENSG00000167098,1475
ENSG00000078898,1788
ENSG00000167104,1676
ENSG00000186190,1454
ENSG00000186191,2814
ENSG00000131050,1173
ENSG00000131059,2529
ENSG00000198183,1081
ENSG00000125999,3015
ENSG00000101391,4567
ENSG00000101400,2211
ENSG00000078699,9457
ENSG00000125967,4342
ENSG00000149609,2399
ENSG00000182584,2028
ENSG00000288649,1583
ENSG00000101412,2690
ENSG00000101417,5719
ENSG00000131061,5457
ENSG00000101421,1602
ENSG00000125970,7513
ENSG00000125977,2556
ENSG00000101440,778
ENSG00000101444,3894
ENSG00000078747,10639
ENSG00000125971,2455
ENSG00000101460,1152
ENSG00000101464,2707
ENSG00000198646,11133
ENSG00000078804,4179
ENSG00000131067,2962
ENSG00000131069,5248
ENSG00000100983,6166
ENSG00000078814,8247
ENSG00000100991,3162
ENSG00000088298,1884
ENSG00000101000,1697
ENSG00000126005,5520
ENSG00000125966,4376
ENSG00000261582,529
ENSG00000242372,1637
ENSG00000125998,3169
ENSG00000101019,6672
ENSG00000125965,2631
ENSG00000126001,16215
ENSG00000125975,1450
ENSG00000125991,5995
ENSG00000061656,2348
ENSG00000214078,3608
ENSG00000272897,872
ENSG00000244462,6702
ENSG00000244005,6023
ENSG00000125995,702
ENSG00000131051,11974
ENSG00000025293,8372
ENSG00000171222,1996
ENSG00000149646,5005
ENSG00000088367,9676
ENSG00000131043,7291
ENSG00000080845,8785
ENSG00000101335,2808
ENSG00000118707,3973
ENSG00000259399,918
ENSG00000101084,1504
ENSG00000101082,2737
ENSG00000101079,3260
ENSG00000149636,2739
ENSG00000149639,14975
ENSG00000101342,2553
ENSG00000101347,10747
ENSG00000080839,5956
ENSG00000101353,3877
ENSG00000118705,2700
ENSG00000118702,545
ENSG00000101363,2045
ENSG00000197122,6482
ENSG00000166619,7869
ENSG00000053438,1329
ENSG00000132792,4148
ENSG00000132821,1952
ENSG00000101407,4472
ENSG00000101413,5330
ENSG00000198959,7948
ENSG00000149633,8068
ENSG00000101425,2484
ENSG00000129988,1825
ENSG00000170471,12631
ENSG00000182035,1033
ENSG00000124143,3195
ENSG00000101438,2550
ENSG00000101442,2547
ENSG00000101445,6408
ENSG00000101447,2475
ENSG00000101452,4998
ENSG00000204103,3389
ENSG00000198900,10127
ENSG00000124181,9648
ENSG00000174306,11621
ENSG00000132793,4667
ENSG00000183798,3791
ENSG00000124177,14022
ENSG00000196090,12943
ENSG00000124193,4894
ENSG00000288000,4024
ENSG00000185513,15554
ENSG00000277611,566
ENSG00000101049,5140
ENSG00000101052,2539
ENSG00000101057,2776
ENSG00000124196,839
ENSG00000124191,3235
ENSG00000149596,10658
ENSG00000132823,2249
ENSG00000124194,3404
ENSG00000197296,4628
ENSG00000101074,1323
ENSG00000101076,7342
ENSG00000124120,7056
ENSG00000132824,4649
ENSG00000168734,2466
ENSG00000196839,2809
ENSG00000064205,4981
ENSG00000124249,2514
ENSG00000101098,5414
ENSG00000166913,7907
ENSG00000101104,5050
ENSG00000025772,1973
ENSG00000101109,9132
ENSG00000124134,5649
ENSG00000175121,1044
ENSG00000168703,775
ENSG00000124102,551
ENSG00000124233,1622
ENSG00000124157,1978
ENSG00000124107,596
ENSG00000124159,2466
ENSG00000124232,2774
ENSG00000124145,2613
ENSG00000204070,6000
ENSG00000254806,1402
ENSG00000124251,2978
ENSG00000244274,2764
ENSG00000124155,19653
ENSG00000101443,1335
ENSG00000101446,474
ENSG00000243543,779
ENSG00000249139,1702
ENSG00000101448,6238
ENSG00000158901,1529
ENSG00000180205,675
ENSG00000180305,493
ENSG00000180083,654
ENSG00000182931,630
ENSG00000168634,1350
ENSG00000149651,516
ENSG00000124116,2405
ENSG00000101457,1866
ENSG00000175063,1286
ENSG00000101470,847
ENSG00000124104,4078
ENSG00000101473,4354
ENSG00000132801,2776
ENSG00000168612,2769
ENSG00000149634,757
ENSG00000124257,1222
ENSG00000064601,8508
ENSG00000100979,2541
ENSG00000100982,3164
ENSG00000198026,7545
ENSG00000100985,2336
ENSG00000124140,8907
ENSG00000124160,3224
ENSG00000101017,2521
ENSG00000149654,4921
ENSG00000080189,7708
ENSG00000062598,6597
ENSG00000198185,6865
ENSG00000149635,2123
ENSG00000158296,6055
ENSG00000172315,3185
ENSG00000197496,4838
ENSG00000064655,3618
ENSG00000101040,7625
ENSG00000124151,8417
ENSG00000196562,6657
ENSG00000124126,7509
ENSG00000124198,12446
ENSG00000124207,3800
ENSG00000124214,4094
ENSG00000124228,5405
ENSG00000124201,9340
ENSG00000158445,17725
ENSG00000124212,5570
ENSG00000158470,4722
ENSG00000197818,6946
ENSG00000158480,4291
ENSG00000124226,4337
ENSG00000124216,1705
ENSG00000124208,2757
ENSG00000244687,4818
ENSG00000240849,7931
ENSG00000172216,1839
ENSG00000196396,4041
ENSG00000042062,6023
ENSG00000124171,4690
ENSG00000124243,7583
ENSG00000101126,8482
ENSG00000000419,1207
ENSG00000124217,5112
ENSG00000026559,5415
ENSG00000101096,8286
ENSG00000054793,8073
ENSG00000101115,5773
ENSG00000020256,6790
ENSG00000182463,12630
ENSG00000171940,6175
ENSG00000064787,8186
ENSG00000019186,3988
ENSG00000101132,1743
ENSG00000101134,2606
ENSG00000054803,3154
ENSG00000124089,1084
ENSG00000124098,3518
ENSG00000087586,2928
ENSG00000101138,4793
ENSG00000087589,5070
ENSG00000022277,4063
ENSG00000124091,2064
ENSG00000124103,889
ENSG00000213714,694
ENSG00000087510,3001
ENSG00000101144,5425
ENSG00000054796,1823
ENSG00000101146,5642
ENSG00000256222,1052
ENSG00000132819,2697
ENSG00000124092,8928
ENSG00000124253,6828
ENSG00000124256,5405
ENSG00000124225,5732
ENSG00000124237,805
ENSG00000124227,1038
ENSG00000124209,9266
ENSG00000124164,10478
ENSG00000198768,4210
ENSG00000124222,5099
ENSG00000254995,3859
ENSG00000215440,7454
ENSG00000087460,14145
ENSG00000101158,6298
ENSG00000101160,19384
ENSG00000101162,3321
ENSG00000124172,5081
ENSG00000101166,2877
ENSG00000124203,11605
ENSG00000124205,3292
ENSG00000087495,6103
ENSG00000196074,6465
ENSG00000196227,5373
ENSG00000132825,3643
ENSG00000124215,5752
ENSG00000179242,7516
ENSG00000130699,9808
ENSG00000149657,3377
ENSG00000101182,1752
ENSG00000184402,5150
ENSG00000101181,5450
ENSG00000101180,2692
ENSG00000130703,13047
ENSG00000130706,2142
ENSG00000130702,14291
ENSG00000149679,3785
ENSG00000130701,2799
ENSG00000130700,2620
ENSG00000101187,3991
ENSG00000101188,4238
ENSG00000101189,2752
ENSG00000060491,4702
ENSG00000092758,4841
ENSG00000101190,3605
ENSG00000101191,13283
ENSG00000101193,4594
ENSG00000101194,5461
ENSG00000125533,1109
ENSG00000149658,3206
ENSG00000101197,1550
ENSG00000101198,2591
ENSG00000101199,6610
ENSG00000101203,10974
ENSG00000101204,11897
ENSG00000075043,12777
ENSG00000101210,4826
ENSG00000125534,1053
ENSG00000101213,2953
ENSG00000125508,1516
ENSG00000125531,3612
ENSG00000130589,12066
ENSG00000101216,4767
ENSG00000197457,3029
ENSG00000258366,6440
ENSG00000026036,9093
ENSG00000243509,1140
ENSG00000101246,7627
ENSG00000197114,3331
ENSG00000273154,3190
ENSG00000203896,2550
ENSG00000273047,586
ENSG00000125520,2874
ENSG00000130584,7086
ENSG00000183260,1491
ENSG00000101150,4694
ENSG00000101152,5343
ENSG00000198276,3185
ENSG00000196700,5982
ENSG00000130590,2450
ENSG00000101161,3047
ENSG00000196421,5480
ENSG00000203883,1862
ENSG00000171703,4788
ENSG00000171700,2028
ENSG00000125510,3640
ENSG00000171695,868
ENSG00000196132,6863
ENSG00000125522,1352
ENSG00000203880,5993
ENSG00000176695,3265
ENSG00000141934,6958
ENSG00000105556,7939
ENSG00000105549,2086
ENSG00000183186,3099
ENSG00000129946,4131
ENSG00000181781,1718
ENSG00000099866,2453
ENSG00000141933,3642
ENSG00000099804,1894
ENSG00000197540,945
ENSG00000172270,4418
ENSG00000099822,3420
ENSG00000099821,5060
ENSG00000070388,2778
ENSG00000070423,3452
ENSG00000070404,3033
ENSG00000185198,1090
ENSG00000099864,4912
ENSG00000099812,2980
ENSG00000011304,7521
ENSG00000129951,2719
ENSG00000172232,1782
ENSG00000196415,1107
ENSG00000197561,1028
ENSG00000197766,1212
ENSG00000175221,4222
ENSG00000198858,2957
ENSG00000116014,1670
ENSG00000116017,7217
ENSG00000065268,2283
ENSG00000116032,3281
ENSG00000182087,4031
ENSG00000064666,3640
ENSG00000064687,9591
ENSG00000180448,6237
ENSG00000099817,4870
ENSG00000167468,2019
ENSG00000064932,6610
ENSG00000118046,8811
ENSG00000099625,4591
ENSG00000099624,2249
ENSG00000167470,4492
ENSG00000099622,6368
ENSG00000228300,2096
ENSG00000099617,2424
ENSG00000160953,9876
ENSG00000115286,7456
ENSG00000130005,2403
ENSG00000071626,9201
ENSG00000115266,12635
ENSG00000119559,4774
ENSG00000115257,3792
ENSG00000115255,2030
ENSG00000185761,3621
ENSG00000185988,3972
ENSG00000181588,2850
ENSG00000071655,7909
ENSG00000267059,1002
ENSG00000127540,2137
ENSG00000071564,6090
ENSG00000205922,7185
ENSG00000130270,7014
ENSG00000079313,5579
ENSG00000129911,2966
ENSG00000129968,6163
ENSG00000227500,6795
ENSG00000213638,2216
ENSG00000133275,3781
ENSG00000133243,5934
ENSG00000099875,5221
ENSG00000172081,4145
ENSG00000099840,2770
ENSG00000065000,8613
ENSG00000104885,11488
ENSG00000104886,4655
ENSG00000104897,2790
ENSG00000104899,2587
ENSG00000167476,1950
ENSG00000104904,3436
ENSG00000273734,1268
ENSG00000188305,2564
ENSG00000220008,2241
ENSG00000130332,1686
ENSG00000005206,7419
ENSG00000178297,4328
ENSG00000099800,1664
ENSG00000176619,5395
ENSG00000099860,2138
ENSG00000176533,4546
ENSG00000176490,3439
ENSG00000267001,543
ENSG00000141873,4428
ENSG00000104969,8248
ENSG00000172009,7421
ENSG00000172006,5653
ENSG00000186300,8542
ENSG00000172000,6574
ENSG00000171970,2324
ENSG00000175691,2437
ENSG00000104953,3555
ENSG00000065717,4150
ENSG00000104964,5236
ENSG00000088256,6285
ENSG00000060558,2753
ENSG00000125910,1663
ENSG00000125912,4175
ENSG00000161082,6066
ENSG00000141905,9801
ENSG00000095932,1481
ENSG00000284638,493
ENSG00000129932,2121
ENSG00000105325,6477
ENSG00000161091,5290
ENSG00000183397,674
ENSG00000064961,3857
ENSG00000179855,4423
ENSG00000006638,2827
ENSG00000105298,5948
ENSG00000186111,7106
ENSG00000105289,3964
ENSG00000011132,5596
ENSG00000183617,985
ENSG00000173976,2421
ENSG00000007264,4138
ENSG00000105278,6088
ENSG00000167654,5304
ENSG00000077009,1141
ENSG00000167657,3549
ENSG00000167658,4021
ENSG00000105229,3556
ENSG00000178951,6740
ENSG00000126934,5229
ENSG00000060566,2648
ENSG00000077463,2749
ENSG00000089847,4474
ENSG00000105246,1256
ENSG00000105248,1668
ENSG00000105251,2144
ENSG00000167664,1262
ENSG00000105255,3113
ENSG00000178078,2766
ENSG00000008382,2049
ENSG00000141985,3685
ENSG00000167670,4326
ENSG00000167671,5247
ENSG00000167674,4286
ENSG00000167676,6502
ENSG00000214456,4815
ENSG00000267385,1803
ENSG00000171236,2702
ENSG00000167680,4710
ENSG00000185361,6669
ENSG00000074842,1670
ENSG00000142002,8303
ENSG00000141965,9540
ENSG00000127666,2684
ENSG00000105355,2739
ENSG00000205784,1667
ENSG00000276043,5145
ENSG00000127663,14719
ENSG00000105426,8565
ENSG00000105428,1440
ENSG00000223573,4429
ENSG00000130254,6018
ENSG00000160633,7036
ENSG00000174917,1474
ENSG00000167733,2991
ENSG00000196365,5032
ENSG00000174898,2781
ENSG00000212123,1787
ENSG00000267157,581
ENSG00000141994,3629
ENSG00000171119,1109
ENSG00000156413,4542
ENSG00000171124,3109
ENSG00000130383,1992
ENSG00000267740,2193
ENSG00000174886,4839
ENSG00000267314,580
ENSG00000187650,2240
ENSG00000105519,2551
ENSG00000031823,7445
ENSG00000087903,9094
ENSG00000130377,3447
ENSG00000130382,4765
ENSG00000167769,1428
ENSG00000125656,3531
ENSG00000125652,1093
ENSG00000125650,3911
ENSG00000125651,2876
ENSG00000088247,5162
ENSG00000181240,1649
ENSG00000125648,4881
ENSG00000130545,1600
ENSG00000205744,4647
ENSG00000104833,3220
ENSG00000125657,1634
ENSG00000125726,1530
ENSG00000125735,4780
ENSG00000125730,8296
ENSG00000125734,3213
ENSG00000125733,3986
ENSG00000125731,5591
ENSG00000141968,4311
ENSG00000174837,3707
ENSG00000196589,842
ENSG00000237247,778
ENSG00000205718,775
ENSG00000230522,793
ENSG00000182315,775
ENSG00000130544,5759
ENSG00000171105,10831
ENSG00000104880,7671
ENSG00000104883,1482
ENSG00000198723,2923
ENSG00000267952,634
ENSG00000198816,2083
ENSG00000090674,3958
ENSG00000268614,942
ENSG00000032444,7161
ENSG00000076826,4884
ENSG00000076924,4653
ENSG00000229833,2164
ENSG00000268400,1366
ENSG00000174788,770
ENSG00000076944,6036
ENSG00000104918,516
ENSG00000183019,1906
ENSG00000269711,777
ENSG00000181029,5679
ENSG00000104921,2451
ENSG00000182566,1719
ENSG00000288669,3987
ENSG00000090659,4414
ENSG00000104938,3977
ENSG00000142459,6252
ENSG00000183248,4467
ENSG00000171017,4329
ENSG00000076984,5145
ENSG00000260001,2831
ENSG00000104976,1978
ENSG00000178531,1237
ENSG00000104980,4635
ENSG00000066044,6962
ENSG00000131142,2006
ENSG00000142449,9985
ENSG00000090661,4059
ENSG00000167775,2279
ENSG00000167774,580
ENSG00000267855,1392
ENSG00000186994,3594
ENSG00000167772,2475
ENSG00000185236,2309
ENSG00000099785,2216
ENSG00000099783,5614
ENSG00000133246,3291
ENSG00000133250,2761
ENSG00000142347,8561
ENSG00000142303,5705
ENSG00000268480,1690
ENSG00000181786,1396
ENSG00000181733,1755
ENSG00000167785,8170
ENSG00000170948,958
ENSG00000181143,43830
ENSG00000170929,2588
ENSG00000170923,3062
ENSG00000161807,936
ENSG00000170920,939
ENSG00000130803,5048
ENSG00000188000,3461
ENSG00000174667,4986
ENSG00000237521,1870
ENSG00000196110,6758
ENSG00000188321,6783
ENSG00000270011,4273
ENSG00000188629,2755
ENSG00000174652,5397
ENSG00000198028,2997
ENSG00000130818,7546
ENSG00000197961,7246
ENSG00000171469,6304
ENSG00000171466,13022
ENSG00000196605,3912
ENSG00000127452,2913
ENSG00000198258,1931
ENSG00000127445,4577
ENSG00000105088,2500
ENSG00000080573,6783
ENSG00000080511,2001
ENSG00000130813,4341
ENSG00000130812,2181
ENSG00000243207,2661
ENSG00000130810,2888
ENSG00000244165,2140
ENSG00000130811,3489
ENSG00000130816,15379
ENSG00000267534,3643
ENSG00000105364,4080
ENSG00000090339,3448
ENSG00000105371,1439
ENSG00000105376,3935
ENSG00000220201,2431
ENSG00000167807,2090
ENSG00000267673,1371
ENSG00000267303,1850
ENSG00000161847,4979
ENSG00000076662,2788
ENSG00000105397,6669
ENSG00000105401,3042
ENSG00000065989,6762
ENSG00000079999,3573
ENSG00000180739,2803
ENSG00000130734,2278
ENSG00000129347,4254
ENSG00000129355,1505
ENSG00000129354,2214
ENSG00000129353,4952
ENSG00000129351,11022
ENSG00000213339,3430
ENSG00000079805,13443
ENSG00000099203,1884
ENSG00000214212,1552
ENSG00000142453,4420
ENSG00000130733,2518
ENSG00000142444,1785
ENSG00000127616,15671
ENSG00000130164,7622
ENSG00000161888,2839
ENSG00000197256,7635
ENSG00000130158,12478
ENSG00000130173,1223
ENSG00000130167,1559
ENSG00000105514,4384
ENSG00000105518,1606
ENSG00000183401,4064
ENSG00000105520,3273
ENSG00000173928,1703
ENSG00000187266,3077
ENSG00000205517,4344
ENSG00000198003,2681
